text,coarse_label
Where did Wile E. Coyote always get his devices ?,location
How far away is the moon ?,numeric
What famous film and TV cowboy lent his name to a fast food chain ?,human
What is mandibulofacial dysostosis ?,description
What was the reason for the partition of the Anglican and Vatican churches ?,description
What is Butterfield 8 in Butterfield 8 ?,description
Who famously rode to warn the people of Massachusetts that the British were coming ?,human
What is DTMF ?,abbreviation
"Name a movie that the actress , Sandra Bullock , had a role in .",entity
"What blew up at Lakehurst , New Jersey , on May 6 , 1977 ?",entity
Who commanded the French forces at the Battle of Orleans ?,human
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,location
What countries does the Mont Blanc Tunnel join ?,location
What ill-fated craft was captained by Ernst Lehmann ?,entity
When did Amtrak begin operations ?,numeric
How many bones are in the human hand ?,numeric
How many chemical elements are there ?,numeric
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,location
What are the three most populated countries in the world ?,location
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,human
"What is the current population for these countries : France , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",numeric
What is the youngest age a boy or girl can have an orgasm ?,numeric
What color is the lipstick on Boy George 's wax lips at London 's Madame Tussaud 's ?,entity
What is the origin of the candy cane at Christmas ?,description
What is the brand name of a chemical used to control ripening ?,entity
What terror of the sea did Johnny Horton sing about ?,entity
What is the largest office block in the world ?,location
Who turned all he touched to gold ?,human
What is the medical term for cancer of the blood ?,entity
Who plays shortstop for Charlie Brown 's baseball team ?,human
What country did the Romans call Hibernia ?,location
Who was the most famous food editor of The New York Times ?,human
How many dogs pull a sled in the Iditarod ?,numeric
What 's a male witch called ?,entity
How long does cocaine stay in your system ?,numeric
What two countries fought the Hundred Years ' War ?,location
Who was the last U.S. president to reinstate Selective Service registration ?,human
"On which dates does the running of the bulls occur in Pamplona , Spain ?",numeric
What was the name of the lawyer who represented Randy Steven Craft ?,human
What happens to used motor oil ?,description
What is the most commonly used 1 letter word in the English language ?,entity
What actress 's autobiography is titled Shelley : Also Known as Shirley ?,human
How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?,numeric
How did the 7th inning stretch get started ?,description
Who lived on the shores of the Gitchee Gumee River ?,human
What did Tristan come back as ?,entity
What country will hit the year 2 first ?,location
What colors make up a rainbow ?,entity
What war did Johnny Reb and Billy Yank fight ?,entity
Who is section manager for guidance and control systems at JPL ?,human
What is Goldfinger 's first name ?,human
What square is the geographical center of London ?,location
Which of the following famous people does not paint as a hobby ?,human
What is the most populated city in the world ?,location
How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?,numeric
What is the cost of the drugs used in tuberculosis treatments ?,numeric
What does JESSICA mean ?,abbreviation
What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,entity
Ray Charles is best known for playing what instrument ?,entity
Where did Victor Hugo spend his exile ?,location
"What was Nine Tailors , the television show from 1974 , about ?",description
How does the Elongated Man know a mystery is afoot ?,description
What food of the three bears did Goldilocks eat ?,entity
What is Boston Kreme ?,description
Who should I call to get a tour of the New York Stock Exchange ?,human
How many airline schools are there in the U.S. ?,numeric
"What U.S. general died December 1 , 1945 , when his jeep collided with a truck ?",human
What is a swatch ?,description
What does Ouija mean ?,description
How many major Nazi leaders went on trial after the war at Nuremberg ?,numeric
What kind of fish is a coney ?,entity
What state did Helen Keller call home ?,location
What was the name of the director of the movie `` Jaws '' ?,human
What steps can be taken to prevent diabetes ?,description
What were the first words spoken on a film sound track ?,description
What year is etched on the Gold Medal of Excellence from the Paris Exposition depicted on a can of Campbell 's tomato soup ?,numeric
What country 's royal house is Bourbon-Parma ?,location
What film was Jude Law in ?,entity
Who portrayed W.C. Fields in the film W.C. Fields and Me ?,human
What were the ceremony traditions like during the Elizabethian times ?,entity
Which college did Dikembe Mutombo play basketball at ?,human
What is a fear of going to bed ?,entity
Where did the saying `` rule of thumb '' come from ?,description
Why does sound travel quicker through water than air ?,description
How much money does the Sultan of Brunei have ?,numeric
What country would you visit to ski in the Dolomites ?,location
What month 's third weekend is the Monterey Jazz Festival held on ?,numeric
What is the `` Global Economy '' ?,description
Who built the first successful stern wheel steamboat ?,human
What is a caul ?,description
Who was Hitler 's minister of propaganda ?,human
Who was the first doctor to successfully transplant a liver ?,human
What does the theory of quantum leaps mean in simpler terms ?,description
What is a bone marrow transplant ?,description
What is the difference between a classical and an acoustic guitar ?,description
What African capital is named for a U.S. president ?,location
What is the name of a language spoken by the Sioux ?,entity
What Mediterranean island is home to the first Club Med ?,location
What does an edentulous smile lack ?,entity
What is a fear of jealousy ?,entity
Where can you find the Venus flytrap ?,location
What is the largest sculpture in the world ?,entity
When was John D. Rockefeller born ?,numeric
What building built in 18 contains 327 miles of book shelves ?,location
What is home banking ?,description
What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?,entity
